row_id,segment_id,segment_name
258,2,Photo-forward users
259,2,Photo-forward users
260,1,Low-emoji texters
261,2,Photo-forward users
262,1,Low-emoji texters
263,2,Photo-forward users
264,2,Photo-forward users
265,2,Photo-forward users
266,2,Photo-forward users
267,2,Photo-forward users
268,1,Low-emoji texters
269,2,Photo-forward users
270,2,Photo-forward users
271,0,High-like receivers
272,0,High-like receivers
273,2,Photo-forward users
274,2,Photo-forward users
275,1,Low-emoji texters
276,2,Photo-forward users
277,2,Photo-forward users
278,2,Photo-forward users
279,0,High-like receivers
280,2,Photo-forward users
281,2,Photo-forward users
282,2,Photo-forward users
283,0,High-like receivers
284,2,Photo-forward users
285,0,High-like receivers
286,2,Photo-forward users
287,0,High-like receivers
288,2,Photo-forward users
289,0,High-like receivers
290,2,Photo-forward users
291,2,Photo-forward users
292,2,Photo-forward users
293,0,High-like receivers
294,2,Photo-forward users
295,2,Photo-forward users
296,2,Photo-forward users
297,0,High-like receivers
298,1,Low-emoji texters
299,1,Low-emoji texters
300,2,Photo-forward users
301,2,Photo-forward users
302,0,High-like receivers
303,2,Photo-forward users
304,0,High-like receivers
305,2,Photo-forward users
306,0,High-like receivers
307,2,Photo-forward users
308,2,Photo-forward users
309,0,High-like receivers
310,0,High-like receivers
311,2,Photo-forward users
312,0,High-like receivers
313,2,Photo-forward users
314,0,High-like receivers
315,2,Photo-forward users
316,1,Low-emoji texters
317,2,Photo-forward users
318,0,High-like receivers
319,1,Low-emoji texters
320,2,Photo-forward users
321,0,High-like receivers
322,2,Photo-forward users
323,0,High-like receivers
324,1,Low-emoji texters
325,2,Photo-forward users
326,1,Low-emoji texters
327,1,Low-emoji texters
328,1,Low-emoji texters
329,2,Photo-forward users
330,1,Low-emoji texters
331,1,Low-emoji texters
332,0,High-like receivers
333,1,Low-emoji texters
334,0,High-like receivers
335,0,High-like receivers
336,2,Photo-forward users
337,0,High-like receivers
338,2,Photo-forward users
339,0,High-like receivers
340,2,Photo-forward users
341,2,Photo-forward users
342,0,High-like receivers
343,0,High-like receivers
344,0,High-like receivers
345,2,Photo-forward users
346,2,Photo-forward users
347,2,Photo-forward users
348,1,Low-emoji texters
349,0,High-like receivers
350,0,High-like receivers
351,2,Photo-forward users
352,2,Photo-forward users
353,1,Low-emoji texters
354,0,High-like receivers
355,2,Photo-forward users
356,0,High-like receivers
357,0,High-like receivers
358,2,Photo-forward users
359,2,Photo-forward users
360,2,Photo-forward users
361,1,Low-emoji texters
362,2,Photo-forward users
363,2,Photo-forward users
364,0,High-like receivers
365,0,High-like receivers
366,2,Photo-forward users
367,2,Photo-forward users
368,1,Low-emoji texters
369,1,Low-emoji texters
370,0,High-like receivers
371,2,Photo-forward users
372,2,Photo-forward users
373,2,Photo-forward users
374,2,Photo-forward users
375,2,Photo-forward users
376,1,Low-emoji texters
377,0,High-like receivers
378,2,Photo-forward users
379,2,Photo-forward users
380,2,Photo-forward users
381,0,High-like receivers
382,2,Photo-forward users
383,2,Photo-forward users
384,0,High-like receivers
385,1,Low-emoji texters
386,0,High-like receivers
387,2,Photo-forward users
388,0,High-like receivers
389,0,High-like receivers
390,2,Photo-forward users
391,1,Low-emoji texters
392,2,Photo-forward users
393,1,Low-emoji texters
394,2,Photo-forward users
395,0,High-like receivers
396,1,Low-emoji texters
397,0,High-like receivers
398,2,Photo-forward users
399,1,Low-emoji texters
400,2,Photo-forward users
401,0,High-like receivers
402,0,High-like receivers
403,2,Photo-forward users
404,0,High-like receivers
405,1,Low-emoji texters
406,2,Photo-forward users
407,2,Photo-forward users
408,2,Photo-forward users
409,2,Photo-forward users
410,2,Photo-forward users
411,2,Photo-forward users
412,2,Photo-forward users
413,2,Photo-forward users
414,2,Photo-forward users
415,0,High-like receivers
416,2,Photo-forward users
417,0,High-like receivers
418,0,High-like receivers
419,0,High-like receivers
420,1,Low-emoji texters
421,0,High-like receivers
422,2,Photo-forward users
423,2,Photo-forward users
424,2,Photo-forward users
425,2,Photo-forward users
426,2,Photo-forward users
427,1,Low-emoji texters
428,0,High-like receivers
429,2,Photo-forward users
430,2,Photo-forward users
431,2,Photo-forward users
432,2,Photo-forward users
433,0,High-like receivers
434,2,Photo-forward users
435,2,Photo-forward users
436,0,High-like receivers
437,0,High-like receivers
438,2,Photo-forward users
439,0,High-like receivers
440,2,Photo-forward users
441,2,Photo-forward users
442,1,Low-emoji texters
443,2,Photo-forward users
444,1,Low-emoji texters
445,0,High-like receivers
446,0,High-like receivers
447,2,Photo-forward users
448,0,High-like receivers
449,2,Photo-forward users
450,2,Photo-forward users
451,2,Photo-forward users
452,0,High-like receivers
453,1,Low-emoji texters
454,0,High-like receivers
455,0,High-like receivers
456,1,Low-emoji texters
457,0,High-like receivers
458,0,High-like receivers
459,2,Photo-forward users
460,2,Photo-forward users
461,1,Low-emoji texters
462,2,Photo-forward users
463,1,Low-emoji texters
464,0,High-like receivers
465,2,Photo-forward users
466,0,High-like receivers
467,0,High-like receivers
468,2,Photo-forward users
469,2,Photo-forward users
470,2,Photo-forward users
471,2,Photo-forward users
472,2,Photo-forward users
473,2,Photo-forward users
474,2,Photo-forward users
475,2,Photo-forward users
476,2,Photo-forward users
477,0,High-like receivers
478,2,Photo-forward users
479,1,Low-emoji texters
480,2,Photo-forward users
481,0,High-like receivers
482,2,Photo-forward users
483,0,High-like receivers
484,1,Low-emoji texters
485,1,Low-emoji texters
486,2,Photo-forward users
487,0,High-like receivers
488,2,Photo-forward users
489,0,High-like receivers
490,2,Photo-forward users
491,0,High-like receivers
492,2,Photo-forward users
493,0,High-like receivers
494,2,Photo-forward users
495,0,High-like receivers
496,0,High-like receivers
497,2,Photo-forward users
498,0,High-like receivers
499,2,Photo-forward users
500,2,Photo-forward users
501,2,Photo-forward users
502,2,Photo-forward users
503,2,Photo-forward users
504,0,High-like receivers
505,0,High-like receivers
506,2,Photo-forward users
507,2,Photo-forward users
508,0,High-like receivers
509,0,High-like receivers
510,0,High-like receivers
511,1,Low-emoji texters
512,2,Photo-forward users
513,1,Low-emoji texters
514,0,High-like receivers
515,1,Low-emoji texters
516,0,High-like receivers
517,0,High-like receivers
518,0,High-like receivers
519,0,High-like receivers
520,0,High-like receivers
521,2,Photo-forward users
522,1,Low-emoji texters
523,2,Photo-forward users
524,2,Photo-forward users
525,2,Photo-forward users
526,2,Photo-forward users
527,0,High-like receivers
528,2,Photo-forward users
529,1,Low-emoji texters
530,2,Photo-forward users
531,0,High-like receivers
532,0,High-like receivers
533,2,Photo-forward users
534,2,Photo-forward users
535,2,Photo-forward users
536,1,Low-emoji texters
537,1,Low-emoji texters
538,1,Low-emoji texters
539,2,Photo-forward users
540,0,High-like receivers
541,1,Low-emoji texters
542,2,Photo-forward users
543,0,High-like receivers
544,0,High-like receivers
545,0,High-like receivers
546,2,Photo-forward users
547,1,Low-emoji texters
548,2,Photo-forward users
549,0,High-like receivers
550,0,High-like receivers
551,2,Photo-forward users
552,2,Photo-forward users
553,0,High-like receivers
554,1,Low-emoji texters
555,2,Photo-forward users
556,2,Photo-forward users
557,2,Photo-forward users
558,2,Photo-forward users
559,2,Photo-forward users
560,1,Low-emoji texters
561,0,High-like receivers
562,2,Photo-forward users
563,2,Photo-forward users
564,2,Photo-forward users
565,0,High-like receivers
566,2,Photo-forward users
567,2,Photo-forward users
568,2,Photo-forward users
569,0,High-like receivers
570,2,Photo-forward users
571,2,Photo-forward users
572,2,Photo-forward users
573,0,High-like receivers
574,0,High-like receivers
575,1,Low-emoji texters
576,2,Photo-forward users
577,0,High-like receivers
578,0,High-like receivers
579,0,High-like receivers
580,0,High-like receivers
581,2,Photo-forward users
582,2,Photo-forward users
583,1,Low-emoji texters
584,2,Photo-forward users
585,0,High-like receivers
586,1,Low-emoji texters
587,1,Low-emoji texters
588,2,Photo-forward users
589,2,Photo-forward users
590,1,Low-emoji texters
591,2,Photo-forward users
592,0,High-like receivers
593,2,Photo-forward users
594,1,Low-emoji texters
595,1,Low-emoji texters
596,1,Low-emoji texters
597,2,Photo-forward users
598,2,Photo-forward users
599,2,Photo-forward users
600,2,Photo-forward users
601,0,High-like receivers
602,2,Photo-forward users
603,1,Low-emoji texters
604,2,Photo-forward users
605,2,Photo-forward users
606,2,Photo-forward users
607,2,Photo-forward users
608,2,Photo-forward users
609,0,High-like receivers
610,2,Photo-forward users
611,2,Photo-forward users
612,2,Photo-forward users
613,0,High-like receivers
614,1,Low-emoji texters
615,2,Photo-forward users
616,0,High-like receivers
617,2,Photo-forward users
618,0,High-like receivers
619,2,Photo-forward users
620,0,High-like receivers
621,2,Photo-forward users
622,2,Photo-forward users
623,0,High-like receivers
624,0,High-like receivers
625,2,Photo-forward users
626,2,Photo-forward users
627,2,Photo-forward users
628,0,High-like receivers
629,0,High-like receivers
630,0,High-like receivers
631,2,Photo-forward users
632,2,Photo-forward users
633,2,Photo-forward users
634,0,High-like receivers
635,1,Low-emoji texters
636,1,Low-emoji texters
637,0,High-like receivers
638,2,Photo-forward users
639,2,Photo-forward users
640,0,High-like receivers
641,2,Photo-forward users
642,1,Low-emoji texters
643,1,Low-emoji texters
644,2,Photo-forward users
645,1,Low-emoji texters
646,0,High-like receivers
647,2,Photo-forward users
648,2,Photo-forward users
649,0,High-like receivers
650,0,High-like receivers
651,0,High-like receivers
652,2,Photo-forward users
653,0,High-like receivers
654,0,High-like receivers
655,0,High-like receivers
656,2,Photo-forward users
657,2,Photo-forward users
658,2,Photo-forward users
659,2,Photo-forward users
660,2,Photo-forward users
661,0,High-like receivers
662,2,Photo-forward users
663,0,High-like receivers
664,2,Photo-forward users
665,1,Low-emoji texters
666,1,Low-emoji texters
667,2,Photo-forward users
668,0,High-like receivers
669,2,Photo-forward users
670,2,Photo-forward users
671,1,Low-emoji texters
672,1,Low-emoji texters
673,0,High-like receivers
674,0,High-like receivers
675,0,High-like receivers
676,2,Photo-forward users
677,2,Photo-forward users
678,2,Photo-forward users
679,0,High-like receivers
680,0,High-like receivers
681,2,Photo-forward users
682,0,High-like receivers
683,0,High-like receivers
684,2,Photo-forward users
685,0,High-like receivers
686,2,Photo-forward users
687,2,Photo-forward users
688,0,High-like receivers
689,2,Photo-forward users
690,1,Low-emoji texters
691,2,Photo-forward users
692,2,Photo-forward users
693,1,Low-emoji texters
694,2,Photo-forward users
695,2,Photo-forward users
696,2,Photo-forward users
697,0,High-like receivers
698,2,Photo-forward users
699,1,Low-emoji texters
700,1,Low-emoji texters
701,2,Photo-forward users
702,1,Low-emoji texters
703,1,Low-emoji texters
704,1,Low-emoji texters
705,1,Low-emoji texters
706,1,Low-emoji texters
707,2,Photo-forward users
708,2,Photo-forward users
709,0,High-like receivers
710,2,Photo-forward users
711,2,Photo-forward users
712,2,Photo-forward users
713,2,Photo-forward users
714,2,Photo-forward users
715,0,High-like receivers
716,0,High-like receivers
717,2,Photo-forward users
718,0,High-like receivers
719,1,Low-emoji texters
720,0,High-like receivers
721,1,Low-emoji texters
722,0,High-like receivers
723,2,Photo-forward users
724,1,Low-emoji texters
725,1,Low-emoji texters
726,1,Low-emoji texters
727,2,Photo-forward users
728,0,High-like receivers
729,2,Photo-forward users
730,1,Low-emoji texters
731,1,Low-emoji texters
732,0,High-like receivers
733,2,Photo-forward users
734,1,Low-emoji texters
735,2,Photo-forward users
736,2,Photo-forward users
737,1,Low-emoji texters
738,2,Photo-forward users
739,2,Photo-forward users
740,0,High-like receivers
741,0,High-like receivers
742,0,High-like receivers
743,2,Photo-forward users
744,2,Photo-forward users
745,1,Low-emoji texters
746,2,Photo-forward users
747,1,Low-emoji texters
748,0,High-like receivers
749,0,High-like receivers
750,1,Low-emoji texters
751,2,Photo-forward users
752,1,Low-emoji texters
753,2,Photo-forward users
754,2,Photo-forward users
755,2,Photo-forward users
756,0,High-like receivers
757,2,Photo-forward users
758,0,High-like receivers
759,0,High-like receivers
760,2,Photo-forward users
761,1,Low-emoji texters
762,0,High-like receivers
763,1,Low-emoji texters
764,0,High-like receivers
765,2,Photo-forward users
766,1,Low-emoji texters
767,0,High-like receivers
768,2,Photo-forward users
769,0,High-like receivers
770,0,High-like receivers
771,2,Photo-forward users
772,0,High-like receivers
773,2,Photo-forward users
774,2,Photo-forward users
775,2,Photo-forward users
776,1,Low-emoji texters
777,2,Photo-forward users
778,1,Low-emoji texters
779,1,Low-emoji texters
780,0,High-like receivers
781,2,Photo-forward users
782,0,High-like receivers
783,2,Photo-forward users
784,0,High-like receivers
785,1,Low-emoji texters
786,0,High-like receivers
787,0,High-like receivers
788,2,Photo-forward users
789,0,High-like receivers
790,2,Photo-forward users
791,2,Photo-forward users
792,2,Photo-forward users
793,0,High-like receivers
794,2,Photo-forward users
795,0,High-like receivers
796,2,Photo-forward users
797,1,Low-emoji texters
798,1,Low-emoji texters
799,2,Photo-forward users
800,0,High-like receivers
801,2,Photo-forward users
802,2,Photo-forward users
803,2,Photo-forward users
804,1,Low-emoji texters
805,2,Photo-forward users
806,0,High-like receivers
807,2,Photo-forward users
808,0,High-like receivers
809,2,Photo-forward users
810,0,High-like receivers
811,2,Photo-forward users
812,1,Low-emoji texters
813,2,Photo-forward users
814,2,Photo-forward users
815,0,High-like receivers
816,2,Photo-forward users
817,0,High-like receivers
818,0,High-like receivers
819,0,High-like receivers
820,2,Photo-forward users
821,2,Photo-forward users
822,2,Photo-forward users
823,0,High-like receivers
824,2,Photo-forward users
825,1,Low-emoji texters
826,2,Photo-forward users
827,2,Photo-forward users
828,0,High-like receivers
829,2,Photo-forward users
830,1,Low-emoji texters
831,0,High-like receivers
832,1,Low-emoji texters
833,1,Low-emoji texters
834,1,Low-emoji texters
835,1,Low-emoji texters
836,2,Photo-forward users
837,2,Photo-forward users
838,0,High-like receivers
839,2,Photo-forward users
840,2,Photo-forward users
841,0,High-like receivers
842,2,Photo-forward users
843,2,Photo-forward users
844,2,Photo-forward users
845,2,Photo-forward users
846,1,Low-emoji texters
847,1,Low-emoji texters
848,1,Low-emoji texters
849,0,High-like receivers
850,2,Photo-forward users
851,0,High-like receivers
852,2,Photo-forward users
853,2,Photo-forward users
854,0,High-like receivers
855,2,Photo-forward users
856,0,High-like receivers
857,2,Photo-forward users
858,1,Low-emoji texters
859,2,Photo-forward users
860,1,Low-emoji texters
861,2,Photo-forward users
862,0,High-like receivers
863,0,High-like receivers
864,0,High-like receivers
865,2,Photo-forward users
866,2,Photo-forward users
867,1,Low-emoji texters
868,0,High-like receivers
869,2,Photo-forward users
870,0,High-like receivers
871,1,Low-emoji texters
872,2,Photo-forward users
873,2,Photo-forward users
874,0,High-like receivers
875,2,Photo-forward users
876,2,Photo-forward users
877,1,Low-emoji texters
878,2,Photo-forward users
879,2,Photo-forward users
880,2,Photo-forward users
881,2,Photo-forward users
882,2,Photo-forward users
883,2,Photo-forward users
884,0,High-like receivers
885,2,Photo-forward users
886,2,Photo-forward users
887,0,High-like receivers
888,0,High-like receivers
889,1,Low-emoji texters
890,2,Photo-forward users
891,0,High-like receivers
892,0,High-like receivers
893,1,Low-emoji texters
894,1,Low-emoji texters
895,2,Photo-forward users
896,0,High-like receivers
897,2,Photo-forward users
898,0,High-like receivers
899,2,Photo-forward users
900,1,Low-emoji texters
901,2,Photo-forward users
902,1,Low-emoji texters
903,1,Low-emoji texters
904,2,Photo-forward users
905,2,Photo-forward users
906,0,High-like receivers
907,0,High-like receivers
908,0,High-like receivers
909,0,High-like receivers
910,0,High-like receivers
911,1,Low-emoji texters
912,0,High-like receivers
913,1,Low-emoji texters
914,2,Photo-forward users
915,0,High-like receivers
916,2,Photo-forward users
917,0,High-like receivers
918,1,Low-emoji texters
919,1,Low-emoji texters
920,1,Low-emoji texters
921,0,High-like receivers
922,0,High-like receivers
923,0,High-like receivers
924,2,Photo-forward users
925,2,Photo-forward users
926,2,Photo-forward users
927,2,Photo-forward users
928,1,Low-emoji texters
929,0,High-like receivers
930,0,High-like receivers
931,2,Photo-forward users
932,1,Low-emoji texters
933,2,Photo-forward users
934,2,Photo-forward users
935,2,Photo-forward users
936,2,Photo-forward users
937,0,High-like receivers
938,2,Photo-forward users
939,0,High-like receivers
940,2,Photo-forward users
941,1,Low-emoji texters
942,2,Photo-forward users
943,2,Photo-forward users
944,1,Low-emoji texters
945,2,Photo-forward users
946,2,Photo-forward users
947,0,High-like receivers
948,1,Low-emoji texters
949,1,Low-emoji texters
950,2,Photo-forward users
951,0,High-like receivers
952,2,Photo-forward users
953,1,Low-emoji texters
954,2,Photo-forward users
955,2,Photo-forward users
956,1,Low-emoji texters
957,0,High-like receivers
958,0,High-like receivers
959,2,Photo-forward users
960,1,Low-emoji texters
961,0,High-like receivers
962,1,Low-emoji texters
963,2,Photo-forward users
964,2,Photo-forward users
965,1,Low-emoji texters
966,0,High-like receivers
967,0,High-like receivers
968,2,Photo-forward users
969,0,High-like receivers
970,0,High-like receivers
971,2,Photo-forward users
972,2,Photo-forward users
973,0,High-like receivers
974,2,Photo-forward users
975,0,High-like receivers
976,2,Photo-forward users
977,2,Photo-forward users
978,2,Photo-forward users
979,2,Photo-forward users
980,2,Photo-forward users
981,2,Photo-forward users
982,2,Photo-forward users
983,2,Photo-forward users
984,2,Photo-forward users
985,2,Photo-forward users
986,2,Photo-forward users
987,2,Photo-forward users
988,2,Photo-forward users
989,1,Low-emoji texters
990,0,High-like receivers
991,1,Low-emoji texters
992,1,Low-emoji texters
993,0,High-like receivers
994,0,High-like receivers
995,0,High-like receivers
996,2,Photo-forward users
997,0,High-like receivers
998,2,Photo-forward users
999,0,High-like receivers
1000,0,High-like receivers
1001,2,Photo-forward users
1002,2,Photo-forward users
1003,0,High-like receivers
1004,2,Photo-forward users
1005,2,Photo-forward users
1006,0,High-like receivers
1007,1,Low-emoji texters
1008,0,High-like receivers
1009,0,High-like receivers
1010,2,Photo-forward users
1011,2,Photo-forward users
1012,0,High-like receivers
1013,2,Photo-forward users
1014,2,Photo-forward users
1015,2,Photo-forward users
1016,2,Photo-forward users
1017,2,Photo-forward users
1018,2,Photo-forward users
1019,2,Photo-forward users
1020,2,Photo-forward users
1021,1,Low-emoji texters
1022,2,Photo-forward users
1023,0,High-like receivers
1024,0,High-like receivers
1025,1,Low-emoji texters
1026,2,Photo-forward users
1027,2,Photo-forward users
1028,0,High-like receivers
1029,0,High-like receivers
1030,2,Photo-forward users
1031,2,Photo-forward users
1032,2,Photo-forward users
1033,1,Low-emoji texters
1034,2,Photo-forward users
1035,2,Photo-forward users
1036,0,High-like receivers
1037,2,Photo-forward users
1038,0,High-like receivers
1039,2,Photo-forward users
1040,0,High-like receivers
1041,2,Photo-forward users
1042,2,Photo-forward users
1043,2,Photo-forward users
1044,2,Photo-forward users
1045,0,High-like receivers
1046,0,High-like receivers
1047,0,High-like receivers
1048,1,Low-emoji texters
1049,2,Photo-forward users
1050,2,Photo-forward users
1051,2,Photo-forward users
1052,2,Photo-forward users
1053,0,High-like receivers
1054,0,High-like receivers
1055,1,Low-emoji texters
1056,0,High-like receivers
1057,0,High-like receivers
1058,1,Low-emoji texters
1059,2,Photo-forward users
1060,2,Photo-forward users
1061,2,Photo-forward users
1062,0,High-like receivers
1063,2,Photo-forward users
1064,1,Low-emoji texters
1065,1,Low-emoji texters
1066,0,High-like receivers
1067,0,High-like receivers
1068,1,Low-emoji texters
1069,2,Photo-forward users
1070,2,Photo-forward users
1071,0,High-like receivers
1072,0,High-like receivers
1073,0,High-like receivers
1074,1,Low-emoji texters
1075,0,High-like receivers
1076,2,Photo-forward users
1077,0,High-like receivers
1078,2,Photo-forward users
1079,2,Photo-forward users
1080,2,Photo-forward users
1081,2,Photo-forward users
1082,2,Photo-forward users
1083,0,High-like receivers
1084,2,Photo-forward users
1085,2,Photo-forward users
1086,0,High-like receivers
1087,1,Low-emoji texters
1088,2,Photo-forward users
1089,2,Photo-forward users
1090,2,Photo-forward users
1091,0,High-like receivers
1092,1,Low-emoji texters
1093,0,High-like receivers
1094,2,Photo-forward users
1095,0,High-like receivers
1096,1,Low-emoji texters
1097,2,Photo-forward users
1098,1,Low-emoji texters
1099,2,Photo-forward users
1100,2,Photo-forward users
1101,2,Photo-forward users
1102,2,Photo-forward users
1103,2,Photo-forward users
1104,0,High-like receivers
1105,2,Photo-forward users
1106,0,High-like receivers
1107,2,Photo-forward users
1108,2,Photo-forward users
1109,2,Photo-forward users
1110,0,High-like receivers
1111,2,Photo-forward users
1112,0,High-like receivers
1113,0,High-like receivers
1114,0,High-like receivers
1115,0,High-like receivers
1116,0,High-like receivers
1117,2,Photo-forward users
1118,0,High-like receivers
1119,2,Photo-forward users
1120,2,Photo-forward users
1121,1,Low-emoji texters
1122,2,Photo-forward users
1123,0,High-like receivers
1124,2,Photo-forward users
1125,2,Photo-forward users
1126,2,Photo-forward users
1127,2,Photo-forward users
1128,1,Low-emoji texters
1129,2,Photo-forward users
1130,0,High-like receivers
1131,2,Photo-forward users
1132,0,High-like receivers
1133,0,High-like receivers
1134,2,Photo-forward users
1135,0,High-like receivers
1136,2,Photo-forward users
1137,1,Low-emoji texters
1138,0,High-like receivers
1139,2,Photo-forward users
1140,2,Photo-forward users
1141,1,Low-emoji texters
1142,2,Photo-forward users
1143,0,High-like receivers
1144,1,Low-emoji texters
1145,2,Photo-forward users
1146,2,Photo-forward users
1147,2,Photo-forward users
1148,2,Photo-forward users
1149,1,Low-emoji texters
1150,2,Photo-forward users
1151,2,Photo-forward users
1152,2,Photo-forward users
1153,2,Photo-forward users
1154,2,Photo-forward users
1155,0,High-like receivers
1156,2,Photo-forward users
1157,2,Photo-forward users
1158,2,Photo-forward users
1159,2,Photo-forward users
1160,2,Photo-forward users
1161,2,Photo-forward users
